,author,title,summary
10,"Zhengze Xu; Dongyue Wu; Changqian Yu; Xiangxiang Chu; Nong Sang;
Changxin Gao","SCTNet: Single-Branch CNN with Transformer Semantic Information for Real-
Time Segmentation","Recent real-time semantic segmentation methods usually adopt an additional
semantic branch to pursue rich long-range context. However, the additional
branch incurs undesirable computational overhead and slows inference speed. To
eliminate this dilemma, we propose SCTNet, a single branch CNN with transformer
semantic information for real-time segmentation. SCTNet enjoys the rich
semantic representations of an inference-free semantic branch while retaining
the high efficiency of lightweight single branch CNN. SCTNet utilizes a
transformer as the training-only semantic branch considering its superb ability
to extract long-range context. With the help of the proposed transformer-like
CNN block CFBlock and the semantic information alignment module, SCTNet could
capture the rich semantic information from the transformer branch in training.
During the inference, only the single branch CNN needs to be deployed. We
conduct extensive experiments on Cityscapes, ADE20K, and COCO-Stuff-10K, and
the results show that our method achieves the new state-of-the-art performance.
The code and model is available at https://github.com/xzz777/SCTNet"
11,"Minh-Quan Le; Tam V. Nguyen; Trung-Nghia Le; Thanh-Toan Do; Minh N.
Do; Minh-Triet Tran","MaskDiff: Modeling Mask Distribution with Diffusion Probabilistic Model for Few-
Shot Instance Segmentation","Few-shot instance segmentation extends the few-shot learning paradigm to the
instance segmentation task, which tries to segment instance objects from a
query image with a few annotated examples of novel categories. Conventional
approaches have attempted to address the task via prototype learning, known as
point estimation. However, this mechanism depends on prototypes (\eg mean of
$K-$shot) for prediction, leading to performance instability. To overcome the
disadvantage of the point estimation mechanism, we propose a novel approach,
dubbed MaskDiff, which models the underlying conditional distribution of a
binary mask, which is conditioned on an object region and $K-$shot information.
Inspired by augmentation approaches that perturb data with Gaussian noise for
populating low data density regions, we model the mask distribution with a
diffusion probabilistic model. We also propose to utilize classifier-free
guided mask sampling to integrate category information into the binary mask
generation process. Without bells and whistles, our proposed method
consistently outperforms state-of-the-art methods on both base and novel
classes of the COCO dataset while simultaneously being more stable than
existing methods. The source code is available at:
https://github.com/minhquanlecs/MaskDiff."
12,Xiaochen Ma; Bo Du; Zhuohang Jiang; Ahmed Alhammadi; Jizhe Zhou,IML-ViT: Benchmarking Image Manipulation Localization by Vision Transformer,"Advanced image tampering techniques are increasingly challenging the
trustworthiness of multimedia, leading to the development of Image Manipulation
Localization (IML). But what makes a good IML model? The answer lies in the way
to capture artifacts. Exploiting artifacts requires the model to extract
non-semantic discrepancies between manipulated and authentic regions,
necessitating explicit comparisons between the two areas. With the
self-attention mechanism, naturally, the Transformer should be a better
candidate to capture artifacts. However, due to limited datasets, there is
currently no pure ViT-based approach for IML to serve as a benchmark, and CNNs
dominate the entire task. Nevertheless, CNNs suffer from weak long-range and
non-semantic modeling. To bridge this gap, based on the fact that artifacts are
sensitive to image resolution, amplified under multi-scale features, and
massive at the manipulation border, we formulate the answer to the former
question as building a ViT with high-resolution capacity, multi-scale feature
extraction capability, and manipulation edge supervision that could converge
with a small amount of data. We term this simple but effective ViT paradigm
IML-ViT, which has significant potential to become a new benchmark for IML.
Extensive experiments on five benchmark datasets verified our model outperforms
the state-of-the-art manipulation localization methods.Code and models are
available at \url{https://github.com/SunnyHaze/IML-ViT}."
13,Zhiying Jiang; Xingyuan Li; Jinyuan Liu; Xin Fan; Risheng Liu,"Towards Robust Image Stitching: An Adaptive Resistance Learning against
Compatible Attacks","Image stitching seamlessly integrates images captured from varying
perspectives into a single wide field-of-view image. Such integration not only
broadens the captured scene but also augments holistic perception in computer
vision applications. Given a pair of captured images, subtle perturbations and
distortions which go unnoticed by the human visual system tend to attack the
correspondence matching, impairing the performance of image stitching
algorithms. In light of this challenge, this paper presents the first attempt
to improve the robustness of image stitching against adversarial attacks.
Specifically, we introduce a stitching-oriented attack~(SoA), tailored to
amplify the alignment loss within overlapping regions, thereby targeting the
feature matching procedure. To establish an attack resistant model, we delve
into the robustness of stitching architecture and develop an adaptive
adversarial training~(AAT) to balance attack resistance with stitching
precision. In this way, we relieve the gap between the routine adversarial
training and benign models, ensuring resilience without quality compromise.
Comprehensive evaluation across real-world and synthetic datasets validate the
deterioration of SoA on stitching performance. Furthermore, AAT emerges as a
more robust solution against adversarial perturbations, delivering superior
stitching results. Code is available at:https://github.com/Jzy2017/TRIS."
14,Roy Miles; Krystian Mikolajczyk,Understanding the Role of the Projector in Knowledge Distillation,"In this paper we revisit the efficacy of knowledge distillation as a function
matching and metric learning problem. In doing so we verify three important
design decisions, namely the normalisation, soft maximum function, and
projection layers as key ingredients. We theoretically show that the projector
implicitly encodes information on past examples, enabling relational gradients
for the student. We then show that the normalisation of representations is
tightly coupled with the training dynamics of this projector, which can have a
large impact on the students performance. Finally, we show that a simple soft
maximum function can be used to address any significant capacity gap problems.
Experimental results on various benchmark datasets demonstrate that using these
insights can lead to superior or comparable performance to state-of-the-art
knowledge distillation techniques, despite being much more computationally
efficient. In particular, we obtain these results across image classification
(CIFAR100 and ImageNet), object detection (COCO2017), and on more difficult
distillation objectives, such as training data efficient transformers, whereby
we attain a 77.2% top-1 accuracy with DeiT-Ti on ImageNet. Code and models are
publicly available."
15,Taicai Chen; Yue Duan; Dong Li; Lei Qi; Yinghuan Shi; Yang Gao,"PG-LBO: Enhancing High-Dimensional Bayesian Optimization with Pseudo-
Label and Gaussian Process Guidance","Variational Autoencoder based Bayesian Optimization (VAE-BO) has demonstrated
its excellent performance in addressing high-dimensional structured
optimization problems. However, current mainstream methods overlook the
potential of utilizing a pool of unlabeled data to construct the latent space,
while only concentrating on designing sophisticated models to leverage the
labeled data. Despite their effective usage of labeled data, these methods
often require extra network structures, additional procedure, resulting in
computational inefficiency. To address this issue, we propose a novel method to
effectively utilize unlabeled data with the guidance of labeled data.
Specifically, we tailor the pseudo-labeling technique from semi-supervised
learning to explicitly reveal the relative magnitudes of optimization objective
values hidden within the unlabeled data. Based on this technique, we assign
appropriate training weights to unlabeled data to enhance the construction of a
discriminative latent space. Furthermore, we treat the VAE encoder and the
Gaussian Process (GP) in Bayesian optimization as a unified deep kernel
learning process, allowing the direct utilization of labeled data, which we
term as Gaussian Process guidance. This directly and effectively integrates the
goal of improving GP accuracy into the VAE training, thereby guiding the
construction of the latent space. The extensive experiments demonstrate that
our proposed method outperforms existing VAE-BO algorithms in various
optimization scenarios. Our code will be published at
https://github.com/TaicaiChen/PG-LBO."
16,Youhong Wang; Yunji Liang; Hao Xu; Shaohui Jiao; Hongkai Yu,"SQLdepth: Generalizable Self-Supervised Fine-Structured Monocular Depth
Estimation","Recently, self-supervised monocular depth estimation has gained popularity
with numerous applications in autonomous driving and robotics. However,
existing solutions primarily seek to estimate depth from immediate visual
features, and struggle to recover fine-grained scene details with limited
generalization. In this paper, we introduce SQLdepth, a novel approach that can
effectively learn fine-grained scene structures from motion. In SQLdepth, we
propose a novel Self Query Layer (SQL) to build a self-cost volume and infer
depth from it, rather than inferring depth from feature maps. The self-cost
volume implicitly captures the intrinsic geometry of the scene within a single
frame. Each individual slice of the volume signifies the relative distances
between points and objects within a latent space. Ultimately, this volume is
compressed to the depth map via a novel decoding approach. Experimental results
on KITTI and Cityscapes show that our method attains remarkable
state-of-the-art performance (AbsRel = $0.082$ on KITTI, $0.052$ on KITTI with
improved ground-truth and $0.106$ on Cityscapes), achieves $9.9\%$, $5.5\%$ and
$4.5\%$ error reduction from the previous best. In addition, our approach
showcases reduced training complexity, computational efficiency, improved
generalization, and the ability to recover fine-grained scene details.
Moreover, the self-supervised pre-trained and metric fine-tuned SQLdepth can
surpass existing supervised methods by significant margins (AbsRel = $0.043$,
$14\%$ error reduction). self-matching-oriented relative distance querying in
SQL improves the robustness and zero-shot generalization capability of
SQLdepth. Code and the pre-trained weights will be publicly available. Code is
available at
\href{https://github.com/hisfog/SQLdepth-Impl}{https://github.com/hisfog/SQLdepth-Impl}."
17,Xiangpeng Yang; Linchao Zhu; Xiaohan Wang; Yi Yang,DGL: Dynamic Global-Local Prompt Tuning for Text-Video Retrieval,"Text-video retrieval is a critical multi-modal task to find the most relevant
video for a text query. Although pretrained models like CLIP have demonstrated
impressive potential in this area, the rising cost of fully finetuning these
models due to increasing model size continues to pose a problem. To address
this challenge, prompt tuning has emerged as an alternative. However, existing
works still face two problems when adapting pretrained image-text models to
downstream video-text tasks: (1) The visual encoder could only encode
frame-level features and failed to extract global-level general video
information. (2) Equipping the visual and text encoder with separated prompts
failed to mitigate the visual-text modality gap. To this end, we propose DGL, a
cross-modal Dynamic prompt tuning method with Global-Local video attention. In
contrast to previous prompt tuning methods, we employ the shared latent space
to generate local-level text and frame prompts that encourage inter-modal
interaction. Furthermore, we propose modeling video in a global-local attention
mechanism to capture global video information from the perspective of prompt
tuning. Extensive experiments reveal that when only 0.67% parameters are tuned,
our cross-modal prompt tuning strategy DGL outperforms or is comparable to
fully finetuning methods on MSR-VTT, VATEX, LSMDC, and ActivityNet datasets.
Code will be available at https://github.com/knightyxp/DGL"
18,Xiaolong Shen; Jianxin Ma; Chang Zhou; Zongxin Yang,Controllable 3D Face Generation with Conditional Style Code Diffusion,"Generating photorealistic 3D faces from given conditions is a challenging
task. Existing methods often rely on time-consuming one-by-one optimization
approaches, which are not efficient for modeling the same distribution content,
e.g., faces. Additionally, an ideal controllable 3D face generation model
should consider both facial attributes and expressions. Thus we propose a novel
approach called TEx-Face(TExt & Expression-to-Face) that addresses these
challenges by dividing the task into three components, i.e., 3D GAN Inversion,
Conditional Style Code Diffusion, and 3D Face Decoding. For 3D GAN inversion,
we introduce two methods which aim to enhance the representation of style codes
and alleviate 3D inconsistencies. Furthermore, we design a style code denoiser
to incorporate multiple conditions into the style code and propose a data
augmentation strategy to address the issue of insufficient paired
visual-language data. Extensive experiments conducted on FFHQ, CelebA-HQ, and
CelebA-Dialog demonstrate the promising performance of our TEx-Face in
achieving the efficient and controllable generation of photorealistic 3D faces.
The code will be available at https://github.com/sxl142/TEx-Face."
19,Wenxi Yue; Jing Zhang; Kun Hu; Yong Xia; Jiebo Luo; Zhiyong Wang,SurgicalSAM: Efficient Class Promptable Surgical Instrument Segmentation,"The Segment Anything Model (SAM) is a powerful foundation model that has
revolutionised image segmentation. To apply SAM to surgical instrument
segmentation, a common approach is to locate precise points or boxes of
instruments and then use them as prompts for SAM in a zero-shot manner.
However, we observe two problems with this naive pipeline: (1) the domain gap
between natural objects and surgical instruments leads to inferior
generalisation of SAM; and (2) SAM relies on precise point or box locations for
accurate segmentation, requiring either extensive manual guidance or a
well-performing specialist detector for prompt preparation, which leads to a
complex multi-stage pipeline. To address these problems, we introduce
SurgicalSAM, a novel end-to-end efficient-tuning approach for SAM to
effectively integrate surgical-specific information with SAM's pre-trained
knowledge for improved generalisation. Specifically, we propose a lightweight
prototype-based class prompt encoder for tuning, which directly generates
prompt embeddings from class prototypes and eliminates the use of explicit
prompts for improved robustness and a simpler pipeline. In addition, to address
the low inter-class variance among surgical instrument categories, we propose
contrastive prototype learning, further enhancing the discrimination of the
class prototypes for more accurate class prompting. The results of extensive
experiments on both EndoVis2018 and EndoVis2017 datasets demonstrate that
SurgicalSAM achieves state-of-the-art performance while only requiring a small
number of tunable parameters. The source code is available at
https://github.com/wenxi-yue/SurgicalSAM."
20,Adam D. Cobb; Brian Matejek; Daniel Elenius; Anirban Roy; Susmit Jha,Direct Amortized Likelihood Ratio Estimation,"We introduce a new amortized likelihood ratio estimator for likelihood-free
simulation-based inference (SBI). Our estimator is simple to train and
estimates the likelihood ratio using a single forward pass of the neural
estimator. Our approach directly computes the likelihood ratio between two
competing parameter sets which is different from the previous approach of
comparing two neural network output values. We refer to our model as the direct
neural ratio estimator (DNRE). As part of introducing the DNRE, we derive a
corresponding Monte Carlo estimate of the posterior. We benchmark our new ratio
estimator and compare to previous ratio estimators in the literature. We show
that our new ratio estimator often outperforms these previous approaches. As a
further contribution, we introduce a new derivative estimator for likelihood
ratio estimators that enables us to compare likelihood-free Hamiltonian Monte
Carlo (HMC) with random-walk Metropolis-Hastings (MH). We show that HMC is
equally competitive, which has not been previously shown. Finally, we include a
novel real-world application of SBI by using our neural ratio estimator to
design a quadcopter. Code is available at https://github.com/SRI-CSL/dnre."
21,Shipeng Zhu; Pengfei Fang; Chenjie Zhu; Zuoyan Zhao; Qiang Xu; Hui Xue,Text Image Inpainting via Global Structure-Guided Diffusion Models,"Real-world text can be damaged by corrosion issues caused by environmental or
human factors, which hinder the preservation of the complete styles of texts,
e.g., texture and structure. These corrosion issues, such as graffiti signs and
incomplete signatures, bring difficulties in understanding the texts, thereby
posing significant challenges to downstream applications, e.g., scene text
recognition and signature identification. Notably, current inpainting
techniques often fail to adequately address this problem and have difficulties
restoring accurate text images along with reasonable and consistent styles.
Formulating this as an open problem of text image inpainting, this paper aims
to build a benchmark to facilitate its study. In doing so, we establish two
specific text inpainting datasets which contain scene text images and
handwritten text images, respectively. Each of them includes images revamped by
real-life and synthetic datasets, featuring pairs of original images, corrupted
images, and other assistant information. On top of the datasets, we further
develop a novel neural framework, Global Structure-guided Diffusion Model
(GSDM), as a potential solution. Leveraging the global structure of the text as
a prior, the proposed GSDM develops an efficient diffusion model to recover
clean texts. The efficacy of our approach is demonstrated by thorough empirical
study, including a substantial boost in both recognition accuracy and image
quality. These findings not only highlight the effectiveness of our method but
also underscore its potential to enhance the broader field of text image
understanding and processing. Code and datasets are available at:
https://github.com/blackprotoss/GSDM."
22,Dai Luanyuan; Xiaoyu Du; Hanwang Zhang; Jinhui Tang,MGNet: Learning Correspondences via Multiple Graphs,"Learning correspondences aims to find correct correspondences (inliers) from
the initial correspondence set with an uneven correspondence distribution and a
low inlier rate, which can be regarded as graph data. Recent advances usually
use graph neural networks (GNNs) to build a single type of graph or simply
stack local graphs into the global one to complete the task. But they ignore
the complementary relationship between different types of graphs, which can
effectively capture potential relationships among sparse correspondences. To
address this problem, we propose MGNet to effectively combine multiple
complementary graphs. To obtain information integrating implicit and explicit
local graphs, we construct local graphs from implicit and explicit aspects and
combine them effectively, which is used to build a global graph. Moreover, we
propose Graph~Soft~Degree~Attention (GSDA) to make full use of all sparse
correspondence information at once in the global graph, which can capture and
amplify discriminative features. Extensive experiments demonstrate that MGNet
outperforms state-of-the-art methods in different visual tasks. The code is
provided in https://github.com/DAILUANYUAN/MGNet-2024AAAI."
23,Hexiang Wang; Fengqi Liu; Qianyu Zhou; Ran Yi; Xin Tan; Lizhuang Ma,Continuous Piecewise-Affine Based Motion Model for Image Animation,"Image animation aims to bring static images to life according to driving
videos and create engaging visual content that can be used for various purposes
such as animation, entertainment, and education. Recent unsupervised methods
utilize affine and thin-plate spline transformations based on keypoints to
transfer the motion in driving frames to the source image. However, limited by
the expressive power of the transformations used, these methods always produce
poor results when the gap between the motion in the driving frame and the
source image is large. To address this issue, we propose to model motion from
the source image to the driving frame in highly-expressive diffeomorphism
spaces. Firstly, we introduce Continuous Piecewise-Affine based (CPAB)
transformation to model the motion and present a well-designed inference
algorithm to generate CPAB transformation from control keypoints. Secondly, we
propose a SAM-guided keypoint semantic loss to further constrain the keypoint
extraction process and improve the semantic consistency between the
corresponding keypoints on the source and driving images. Finally, we design a
structure alignment loss to align the structure-related features extracted from
driving and generated images, thus helping the generator generate results that
are more consistent with the driving action. Extensive experiments on four
datasets demonstrate the effectiveness of our method against state-of-the-art
competitors quantitatively and qualitatively. Code will be publicly available
at: https://github.com/DevilPG/AAAI2024-CPABMM."
24,Fei Wang; Dan Guo; Kun Li; Meng Wang,"EulerMormer: Robust Eulerian Motion Magnification via Dynamic Filtering within
Transformer","Video Motion Magnification (VMM) aims to break the resolution limit of human
visual perception capability and reveal the imperceptible minor motion that
contains valuable information in the macroscopic domain. However, challenges
arise in this task due to photon noise inevitably introduced by photographic
devices and spatial inconsistency in amplification, leading to flickering
artifacts in static fields and motion blur and distortion in dynamic fields in
the video. Existing methods focus on explicit motion modeling without
emphasizing prioritized denoising during the motion magnification process. This
paper proposes a novel dynamic filtering strategy to achieve static-dynamic
field adaptive denoising. Specifically, based on Eulerian theory, we separate
texture and shape to extract motion representation through inter-frame shape
differences, expecting to leverage these subdivided features to solve this task
finely. Then, we introduce a novel dynamic filter that eliminates noise cues
and preserves critical features in the motion magnification and amplification
generation phases. Overall, our unified framework, EulerMormer, is a pioneering
effort to first equip with Transformer in learning-based VMM. The core of the
dynamic filter lies in a global dynamic sparse cross-covariance attention
mechanism that explicitly removes noise while preserving vital information,
coupled with a multi-scale dual-path gating mechanism that selectively
regulates the dependence on different frequency features to reduce spatial
attenuation and complement motion boundaries. We demonstrate extensive
experiments that EulerMormer achieves more robust video motion magnification
from the Eulerian perspective, significantly outperforming state-of-the-art
methods. The source code is available at
https://github.com/VUT-HFUT/EulerMormer."
